Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2012,Kentucky,Central,Hardin,70.7,"Hardin County, Kentucky",21093,KY
2012,Kentucky,Purchase,Hickman,65.0,"Hickman County, Kentucky",21105,KY
2012,Kentucky,Midwestern,Logan,53.6,"Logan County, Kentucky",21141,KY
2012,Kentucky,Bluegrass,Shelby,66.4,"Shelby County, Kentucky",21211,KY
2012,Kentucky,Midwestern,Simpson,52.0,"Simpson County, Kentucky",21213,KY
2012,Kentucky,Midwestern,Todd,65.2,"Todd County, Kentucky",21219,KY
2012,Kentucky,Purchase,Trigg,67.7,"Trigg County, Kentucky",21221,KY
2012,Kentucky,Midwestern,Union,70.7,"Union County, Kentucky",21225,KY
2011,Kentucky,Midwestern,Caldwell,70.0,"Caldwell County, Kentucky",21033,KY
2011,Kentucky,Purchase,Calloway,66.5,"Calloway County, Kentucky",21035,KY
2011,Kentucky,Midwestern,Christian,77.0,"Christian County, Kentucky",21047,KY
2011,Kentucky,Purchase,Fulton,65.0,"Fulton County, Kentucky",21075,KY
2011,Kentucky,Central,Hardin,60.2,"Hardin County, Kentucky",21093,KY
2011,Kentucky,Purchase,Hickman,67.0,"Hickman County, Kentucky",21105,KY
2011,Kentucky,Midwestern,Logan,79.4,"Logan County, Kentucky",21141,KY
2011,Kentucky,Bluegrass,Shelby,63.5,"Shelby County, Kentucky",21211,KY
2011,Kentucky,Midwestern,Simpson,73.9,"Simpson County, Kentucky",21213,KY
2011,Kentucky,Midwestern,Todd,75.4,"Todd County, Kentucky",21219,KY
2011,Kentucky,Purchase,Trigg,75.9,"Trigg County, Kentucky",21221,KY
2011,Kentucky,Midwestern,Union,74.5,"Union County, Kentucky",21225,KY
2010,Kentucky,Midwestern,Caldwell,72.4,"Caldwell County, Kentucky",21033,KY
2010,Kentucky,Purchase,Calloway,56.3,"Calloway County, Kentucky",21035,KY
2010,Kentucky,Midwestern,Christian,71.7,"Christian County, Kentucky",21047,KY
2010,Kentucky,Purchase,Fulton,60.7,"Fulton County, Kentucky",21075,KY
2010,Kentucky,Central,Hardin,55.6,"Hardin County, Kentucky",21093,KY
2010,Kentucky,Purchase,Hickman,65.2,"Hickman County, Kentucky",21105,KY
2010,Kentucky,Midwestern,Logan,69.8,"Logan County, Kentucky",21141,KY
2010,Kentucky,Bluegrass,Shelby,60.9,"Shelby County, Kentucky",21211,KY
2010,Kentucky,Midwestern,Simpson,65.8,"Simpson County, Kentucky",21213,KY
2010,Kentucky,Midwestern,Todd,65.6,"Todd County, Kentucky",21219,KY
2010,Kentucky,Purchase,Trigg,65.7,"Trigg County, Kentucky",21221,KY
2010,Kentucky,Midwestern,Union,70.0,"Union County, Kentucky",21225,KY
2009,Kentucky,Midwestern,Caldwell,66.5,"Caldwell County, Kentucky",21033,KY
2009,Kentucky,Purchase,Calloway,39.0,"Calloway County, Kentucky",21035,KY
2009,Kentucky,Midwestern,Christian,64.0,"Christian County, Kentucky",21047,KY
2009,Kentucky,Purchase,Fulton,50.5,"Fulton County, Kentucky",21075,KY
2009,Kentucky,Central,Hardin,62.5,"Hardin County, Kentucky",21093,KY
2009,Kentucky,Purchase,Hickman,46.5,"Hickman County, Kentucky",21105,KY
2009,Kentucky,Midwestern,Logan,64.0,"Logan County, Kentucky",21141,KY
2009,Kentucky,Bluegrass,Shelby,56.5,"Shelby County, Kentucky",21211,KY
2009,Kentucky,Midwestern,Simpson,54.5,"Simpson County, Kentucky",21213,KY
2009,Kentucky,Midwestern,Todd,64.0,"Todd County, Kentucky",21219,KY
2009,Kentucky,Purchase,Trigg,61.5,"Trigg County, Kentucky",21221,KY
2009,Kentucky,Midwestern,Union,55.0,"Union County, Kentucky",21225,KY
2008,Kentucky,Midwestern,Caldwell,81.0,"Caldwell County, Kentucky",21033,KY
2008,Kentucky,Purchase,Calloway,67.0,"Calloway County, Kentucky",21035,KY
2008,Kentucky,Midwestern,Christian,81.0,"Christian County, Kentucky",21047,KY
2008,Kentucky,Purchase,Fulton,64.0,"Fulton County, Kentucky",21075,KY
2008,Kentucky,Central,Hardin,70.0,"Hardin County, Kentucky",21093,KY
2008,Kentucky,Purchase,Hickman,63.0,"Hickman County, Kentucky",21105,KY
2008,Kentucky,Midwestern,Logan,83.0,"Logan County, Kentucky",21141,KY
2008,Kentucky,Bluegrass,Shelby,59.0,"Shelby County, Kentucky",21211,KY
2008,Kentucky,Midwestern,Simpson,75.0,"Simpson County, Kentucky",21213,KY
2008,Kentucky,Midwestern,Todd,80.0,"Todd County, Kentucky",21219,KY
2008,Kentucky,Purchase,Trigg,81.0,"Trigg County, Kentucky",21221,KY
2008,Kentucky,Midwestern,Union,69.0,"Union County, Kentucky",21225,KY
2007,Kentucky,Midwestern,Caldwell,53.0,"Caldwell County, Kentucky",21033,KY
2007,Kentucky,Purchase,Calloway,36.0,"Calloway County, Kentucky",21035,KY
2007,Kentucky,Midwestern,Christian,50.0,"Christian County, Kentucky",21047,KY
2007,Kentucky,Purchase,Fulton,45.0,"Fulton County, Kentucky",21075,KY
2007,Kentucky,Central,Hardin,52.0,"Hardin County, Kentucky",21093,KY
2007,Kentucky,Purchase,Hickman,44.0,"Hickman County, Kentucky",21105,KY
2007,Kentucky,Midwestern,Logan,51.0,"Logan County, Kentucky",21141,KY
2007,Kentucky,Bluegrass,Shelby,53.0,"Shelby County, Kentucky",21211,KY
2007,Kentucky,Midwestern,Simpson,42.0,"Simpson County, Kentucky",21213,KY
2007,Kentucky,Midwestern,Todd,47.0,"Todd County, Kentucky",21219,KY
2007,Kentucky,Purchase,Trigg,53.0,"Trigg County, Kentucky",21221,KY
2007,Kentucky,Midwestern,Union,53.0,"Union County, Kentucky",21225,KY
2006,Kentucky,Midwestern,Caldwell,85.0,"Caldwell County, Kentucky",21033,KY
2006,Kentucky,Purchase,Calloway,61.0,"Calloway County, Kentucky",21035,KY
2006,Kentucky,Midwestern,Christian,78.0,"Christian County, Kentucky",21047,KY
2006,Kentucky,Purchase,Fulton,68.0,"Fulton County, Kentucky",21075,KY
2006,Kentucky,Central,Hardin,70.0,"Hardin County, Kentucky",21093,KY
2006,Kentucky,Purchase,Hickman,60.0,"Hickman County, Kentucky",21105,KY
2006,Kentucky,Midwestern,Logan,79.0,"Logan County, Kentucky",21141,KY
2006,Kentucky,Bluegrass,Shelby,60.0,"Shelby County, Kentucky",21211,KY
2006,Kentucky,Midwestern,Simpson,79.0,"Simpson County, Kentucky",21213,KY
2006,Kentucky,Midwestern,Todd,77.0,"Todd County, Kentucky",21219,KY
2006,Kentucky,Purchase,Trigg,79.0,"Trigg County, Kentucky",21221,KY
2006,Kentucky,Midwestern,Union,65.0,"Union County, Kentucky",21225,KY
2005,Kentucky,Midwestern,Caldwell,71.0,"Caldwell County, Kentucky",21033,KY
2005,Kentucky,Purchase,Calloway,63.0,"Calloway County, Kentucky",21035,KY
2005,Kentucky,Midwestern,Christian,73.0,"Christian County, Kentucky",21047,KY
2005,Kentucky,Purchase,Fulton,67.0,"Fulton County, Kentucky",21075,KY
2005,Kentucky,Central,Hardin,61.0,"Hardin County, Kentucky",21093,KY
2005,Kentucky,Purchase,Hickman,60.0,"Hickman County, Kentucky",21105,KY
2005,Kentucky,Midwestern,Logan,76.0,"Logan County, Kentucky",21141,KY
2005,Kentucky,Bluegrass,Shelby,59.0,"Shelby County, Kentucky",21211,KY
2005,Kentucky,Midwestern,Simpson,66.0,"Simpson County, Kentucky",21213,KY
2005,Kentucky,Midwestern,Todd,71.0,"Todd County, Kentucky",21219,KY
2005,Kentucky,Purchase,Trigg,74.0,"Trigg County, Kentucky",21221,KY
2005,Kentucky,Midwestern,Union,61.0,"Union County, Kentucky",21225,KY
2004,Kentucky,Midwestern,Caldwell,63.0,"Caldwell County, Kentucky",21033,KY
2004,Kentucky,Purchase,Calloway,46.0,"Calloway County, Kentucky",21035,KY
2004,Kentucky,Midwestern,Christian,57.0,"Christian County, Kentucky",21047,KY
2004,Kentucky,Purchase,Fulton,50.0,"Fulton County, Kentucky",21075,KY
2004,Kentucky,Central,Hardin,56.0,"Hardin County, Kentucky",21093,KY
2004,Kentucky,Purchase,Hickman,50.0,"Hickman County, Kentucky",21105,KY
2004,Kentucky,Midwestern,Logan,58.0,"Logan County, Kentucky",21141,KY
2004,Kentucky,Bluegrass,Shelby,53.0,"Shelby County, Kentucky",21211,KY
2004,Kentucky,Midwestern,Simpson,54.0,"Simpson County, Kentucky",21213,KY
2004,Kentucky,Midwestern,Todd,55.0,"Todd County, Kentucky",21219,KY
2004,Kentucky,Purchase,Trigg,55.0,"Trigg County, Kentucky",21221,KY
2004,Kentucky,Midwestern,Union,60.0,"Union County, Kentucky",21225,KY
2003,Kentucky,Midwestern,Caldwell,61.0,"Caldwell County, Kentucky",21033,KY
2003,Kentucky,Purchase,Calloway,52.0,"Calloway County, Kentucky",21035,KY
2003,Kentucky,Midwestern,Christian,66.0,"Christian County, Kentucky",21047,KY
2003,Kentucky,Purchase,Fulton,51.0,"Fulton County, Kentucky",21075,KY
2003,Kentucky,Central,Hardin,69.0,"Hardin County, Kentucky",21093,KY
2003,Kentucky,Purchase,Hickman,62.0,"Hickman County, Kentucky",21105,KY
2003,Kentucky,Midwestern,Logan,70.0,"Logan County, Kentucky",21141,KY
2003,Kentucky,Bluegrass,Shelby,59.0,"Shelby County, Kentucky",21211,KY
2003,Kentucky,Midwestern,Simpson,63.0,"Simpson County, Kentucky",21213,KY
2003,Kentucky,Midwestern,Todd,65.0,"Todd County, Kentucky",21219,KY
2003,Kentucky,Purchase,Trigg,68.0,"Trigg County, Kentucky",21221,KY
2003,Kentucky,Midwestern,Union,68.0,"Union County, Kentucky",21225,KY
2002,Kentucky,Midwestern,Caldwell,50.0,"Caldwell County, Kentucky",21033,KY
2002,Kentucky,Purchase,Calloway,44.0,"Calloway County, Kentucky",21035,KY
2002,Kentucky,Midwestern,Christian,57.0,"Christian County, Kentucky",21047,KY
2002,Kentucky,Purchase,Fulton,48.0,"Fulton County, Kentucky",21075,KY
2002,Kentucky,Central,Hardin,45.0,"Hardin County, Kentucky",21093,KY
2002,Kentucky,Purchase,Hickman,50.0,"Hickman County, Kentucky",21105,KY
2002,Kentucky,Midwestern,Logan,60.0,"Logan County, Kentucky",21141,KY
2002,Kentucky,Bluegrass,Shelby,39.0,"Shelby County, Kentucky",21211,KY
2002,Kentucky,Midwestern,Simpson,55.0,"Simpson County, Kentucky",21213,KY
2002,Kentucky,Midwestern,Todd,59.0,"Todd County, Kentucky",21219,KY
2002,Kentucky,Purchase,Trigg,56.0,"Trigg County, Kentucky",21221,KY
2002,Kentucky,Midwestern,Union,52.0,"Union County, Kentucky",21225,KY
2001,Kentucky,Midwestern,Caldwell,59.0,"Caldwell County, Kentucky",21033,KY
2001,Kentucky,Purchase,Calloway,57.0,"Calloway County, Kentucky",21035,KY
2001,Kentucky,Midwestern,Christian,73.0,"Christian County, Kentucky",21047,KY
2001,Kentucky,Purchase,Fulton,64.0,"Fulton County, Kentucky",21075,KY
2001,Kentucky,Central,Hardin,61.0,"Hardin County, Kentucky",21093,KY
2001,Kentucky,Purchase,Hickman,55.0,"Hickman County, Kentucky",21105,KY
2001,Kentucky,Midwestern,Logan,79.0,"Logan County, Kentucky",21141,KY
2001,Kentucky,Bluegrass,Shelby,65.0,"Shelby County, Kentucky",21211,KY
2001,Kentucky,Midwestern,Simpson,72.0,"Simpson County, Kentucky",21213,KY
2001,Kentucky,Midwestern,Todd,69.0,"Todd County, Kentucky",21219,KY
2001,Kentucky,Purchase,Trigg,69.0,"Trigg County, Kentucky",21221,KY
2001,Kentucky,Midwestern,Union,70.0,"Union County, Kentucky",21225,KY
2000,Kentucky,Midwestern,Caldwell,65.0,"Caldwell County, Kentucky",21033,KY
2000,Kentucky,Purchase,Calloway,49.0,"Calloway County, Kentucky",21035,KY
2000,Kentucky,Midwestern,Christian,59.0,"Christian County, Kentucky",21047,KY
2000,Kentucky,Purchase,Fulton,51.0,"Fulton County, Kentucky",21075,KY
2000,Kentucky,Central,Hardin,65.0,"Hardin County, Kentucky",21093,KY
2000,Kentucky,Purchase,Hickman,51.0,"Hickman County, Kentucky",21105,KY
2000,Kentucky,Midwestern,Logan,61.0,"Logan County, Kentucky",21141,KY
2000,Kentucky,Bluegrass,Shelby,65.0,"Shelby County, Kentucky",21211,KY
2000,Kentucky,Midwestern,Simpson,63.0,"Simpson County, Kentucky",21213,KY
2000,Kentucky,Midwestern,Todd,59.0,"Todd County, Kentucky",21219,KY
2000,Kentucky,Purchase,Trigg,62.0,"Trigg County, Kentucky",21221,KY
2000,Kentucky,Midwestern,Union,69.0,"Union County, Kentucky",21225,KY
1999,Kentucky,Midwestern,Caldwell,45.0,"Caldwell County, Kentucky",21033,KY
1999,Kentucky,Purchase,Calloway,47.0,"Calloway County, Kentucky",21035,KY
1999,Kentucky,Midwestern,Christian,70.0,"Christian County, Kentucky",21047,KY
1999,Kentucky,Purchase,Fulton,56.0,"Fulton County, Kentucky",21075,KY
1999,Kentucky,Central,Hardin,63.0,"Hardin County, Kentucky",21093,KY
1999,Kentucky,Purchase,Hickman,50.0,"Hickman County, Kentucky",21105,KY
1999,Kentucky,Midwestern,Logan,77.0,"Logan County, Kentucky",21141,KY
1999,Kentucky,Bluegrass,Shelby,57.0,"Shelby County, Kentucky",21211,KY
1999,Kentucky,Midwestern,Simpson,72.0,"Simpson County, Kentucky",21213,KY
1999,Kentucky,Midwestern,Todd,68.0,"Todd County, Kentucky",21219,KY
1999,Kentucky,Purchase,Trigg,75.0,"Trigg County, Kentucky",21221,KY
1999,Kentucky,Midwestern,Union,66.0,"Union County, Kentucky",21225,KY
1998,Kentucky,Midwestern,Caldwell,41.0,"Caldwell County, Kentucky",21033,KY
1998,Kentucky,Purchase,Calloway,42.0,"Calloway County, Kentucky",21035,KY
1998,Kentucky,Midwestern,Christian,49.0,"Christian County, Kentucky",21047,KY
1998,Kentucky,Purchase,Fulton,38.0,"Fulton County, Kentucky",21075,KY
1998,Kentucky,Central,Hardin,47.0,"Hardin County, Kentucky",21093,KY
1998,Kentucky,Purchase,Hickman,40.0,"Hickman County, Kentucky",21105,KY
1998,Kentucky,Midwestern,Logan,48.0,"Logan County, Kentucky",21141,KY
1998,Kentucky,Bluegrass,Shelby,49.0,"Shelby County, Kentucky",21211,KY
1998,Kentucky,Midwestern,Simpson,48.0,"Simpson County, Kentucky",21213,KY
1998,Kentucky,Midwestern,Todd,50.0,"Todd County, Kentucky",21219,KY
1998,Kentucky,Purchase,Trigg,52.0,"Trigg County, Kentucky",21221,KY
1998,Kentucky,Midwestern,Union,48.0,"Union County, Kentucky",21225,KY
1997,Kentucky,Midwestern,Caldwell,62.0,"Caldwell County, Kentucky",21033,KY
1997,Kentucky,Purchase,Calloway,50.0,"Calloway County, Kentucky",21035,KY
1997,Kentucky,Midwestern,Christian,59.0,"Christian County, Kentucky",21047,KY
1997,Kentucky,Purchase,Fulton,53.0,"Fulton County, Kentucky",21075,KY
1997,Kentucky,Central,Hardin,45.0,"Hardin County, Kentucky",21093,KY
1997,Kentucky,Purchase,Hickman,54.0,"Hickman County, Kentucky",21105,KY
1997,Kentucky,Midwestern,Logan,62.0,"Logan County, Kentucky",21141,KY
1997,Kentucky,Bluegrass,Shelby,40.0,"Shelby County, Kentucky",21211,KY
1997,Kentucky,Midwestern,Simpson,60.0,"Simpson County, Kentucky",21213,KY
1997,Kentucky,Midwestern,Todd,61.0,"Todd County, Kentucky",21219,KY
1997,Kentucky,Purchase,Trigg,60.0,"Trigg County, Kentucky",21221,KY
1997,Kentucky,Midwestern,Union,56.0,"Union County, Kentucky",21225,KY
1996,Kentucky,Midwestern,Caldwell,50.0,"Caldwell County, Kentucky",21033,KY
1996,Kentucky,Purchase,Calloway,47.0,"Calloway County, Kentucky",21035,KY
1996,Kentucky,Midwestern,Christian,62.0,"Christian County, Kentucky",21047,KY
1996,Kentucky,Purchase,Fulton,48.0,"Fulton County, Kentucky",21075,KY
1996,Kentucky,Central,Hardin,55.0,"Hardin County, Kentucky",21093,KY
1996,Kentucky,Purchase,Hickman,46.0,"Hickman County, Kentucky",21105,KY
1996,Kentucky,Midwestern,Logan,65.0,"Logan County, Kentucky",21141,KY
1996,Kentucky,Bluegrass,Shelby,35.0,"Shelby County, Kentucky",21211,KY
1996,Kentucky,Midwestern,Simpson,57.0,"Simpson County, Kentucky",21213,KY
1996,Kentucky,Midwestern,Todd,63.0,"Todd County, Kentucky",21219,KY
1996,Kentucky,Purchase,Trigg,55.0,"Trigg County, Kentucky",21221,KY
1996,Kentucky,Midwestern,Union,56.0,"Union County, Kentucky",21225,KY
1995,Kentucky,Midwestern,Caldwell,48.0,"Caldwell County, Kentucky",21033,KY
1995,Kentucky,Purchase,Calloway,50.0,"Calloway County, Kentucky",21035,KY
1995,Kentucky,Midwestern,Christian,57.0,"Christian County, Kentucky",21047,KY
1995,Kentucky,Purchase,Fulton,46.0,"Fulton County, Kentucky",21075,KY
1995,Kentucky,Central,Hardin,59.0,"Hardin County, Kentucky",21093,KY
1995,Kentucky,Purchase,Hickman,45.0,"Hickman County, Kentucky",21105,KY
1995,Kentucky,Midwestern,Logan,63.0,"Logan County, Kentucky",21141,KY
1995,Kentucky,Bluegrass,Shelby,42.0,"Shelby County, Kentucky",21211,KY
1995,Kentucky,Midwestern,Simpson,58.0,"Simpson County, Kentucky",21213,KY
1995,Kentucky,Midwestern,Todd,63.0,"Todd County, Kentucky",21219,KY
1995,Kentucky,Purchase,Trigg,55.0,"Trigg County, Kentucky",21221,KY
1995,Kentucky,Midwestern,Union,63.0,"Union County, Kentucky",21225,KY
1994,Kentucky,Midwestern,Caldwell,50.0,"Caldwell County, Kentucky",21033,KY
1994,Kentucky,Purchase,Calloway,56.0,"Calloway County, Kentucky",21035,KY
1994,Kentucky,Midwestern,Christian,69.0,"Christian County, Kentucky",21047,KY
1994,Kentucky,Purchase,Fulton,57.0,"Fulton County, Kentucky",21075,KY
1994,Kentucky,Central,Hardin,63.0,"Hardin County, Kentucky",21093,KY
1994,Kentucky,Purchase,Hickman,55.0,"Hickman County, Kentucky",21105,KY
1994,Kentucky,Midwestern,Logan,70.0,"Logan County, Kentucky",21141,KY
1994,Kentucky,Bluegrass,Shelby,48.0,"Shelby County, Kentucky",21211,KY
1994,Kentucky,Midwestern,Simpson,65.0,"Simpson County, Kentucky",21213,KY
1994,Kentucky,Midwestern,Todd,70.0,"Todd County, Kentucky",21219,KY
1994,Kentucky,Purchase,Trigg,61.0,"Trigg County, Kentucky",21221,KY
1994,Kentucky,Midwestern,Union,64.0,"Union County, Kentucky",21225,KY
1993,Kentucky,Midwestern,Caldwell,41.0,"Caldwell County, Kentucky",21033,KY
1993,Kentucky,Purchase,Calloway,43.0,"Calloway County, Kentucky",21035,KY
1993,Kentucky,Midwestern,Christian,53.0,"Christian County, Kentucky",21047,KY
1993,Kentucky,Purchase,Fulton,42.0,"Fulton County, Kentucky",21075,KY
1993,Kentucky,Central,Hardin,48.0,"Hardin County, Kentucky",21093,KY
1993,Kentucky,Purchase,Hickman,45.0,"Hickman County, Kentucky",21105,KY
1993,Kentucky,Midwestern,Logan,60.0,"Logan County, Kentucky",21141,KY
1993,Kentucky,Bluegrass,Shelby,35.0,"Shelby County, Kentucky",21211,KY
1993,Kentucky,Midwestern,Simpson,49.0,"Simpson County, Kentucky",21213,KY
1993,Kentucky,Midwestern,Todd,59.0,"Todd County, Kentucky",21219,KY
1993,Kentucky,Purchase,Trigg,47.0,"Trigg County, Kentucky",21221,KY
1993,Kentucky,Midwestern,Union,57.0,"Union County, Kentucky",21225,KY
1992,Kentucky,Midwestern,Caldwell,57.0,"Caldwell County, Kentucky",21033,KY
1992,Kentucky,Purchase,Calloway,54.0,"Calloway County, Kentucky",21035,KY
1992,Kentucky,Midwestern,Christian,63.0,"Christian County, Kentucky",21047,KY
1992,Kentucky,Purchase,Fulton,59.0,"Fulton County, Kentucky",21075,KY
1992,Kentucky,Central,Hardin,45.0,"Hardin County, Kentucky",21093,KY
1992,Kentucky,Purchase,Hickman,52.0,"Hickman County, Kentucky",21105,KY
1992,Kentucky,Midwestern,Logan,64.0,"Logan County, Kentucky",21141,KY
1992,Kentucky,Bluegrass,Shelby,37.0,"Shelby County, Kentucky",21211,KY
1992,Kentucky,Midwestern,Simpson,57.0,"Simpson County, Kentucky",21213,KY
1992,Kentucky,Midwestern,Todd,62.0,"Todd County, Kentucky",21219,KY
1992,Kentucky,Purchase,Trigg,60.0,"Trigg County, Kentucky",21221,KY
1992,Kentucky,Midwestern,Union,60.0,"Union County, Kentucky",21225,KY
1991,Kentucky,Midwestern,Caldwell,15.0,"Caldwell County, Kentucky",21033,KY
1991,Kentucky,Purchase,Calloway,22.0,"Calloway County, Kentucky",21035,KY
1991,Kentucky,Midwestern,Christian,30.0,"Christian County, Kentucky",21047,KY
1991,Kentucky,Purchase,Fulton,16.0,"Fulton County, Kentucky",21075,KY
1991,Kentucky,Central,Hardin,22.0,"Hardin County, Kentucky",21093,KY
1991,Kentucky,Purchase,Hickman,17.0,"Hickman County, Kentucky",21105,KY
1991,Kentucky,Midwestern,Logan,41.0,"Logan County, Kentucky",21141,KY
1991,Kentucky,Bluegrass,Shelby,18.0,"Shelby County, Kentucky",21211,KY
1991,Kentucky,Midwestern,Simpson,39.0,"Simpson County, Kentucky",21213,KY
1991,Kentucky,Midwestern,Todd,38.0,"Todd County, Kentucky",21219,KY
1991,Kentucky,Purchase,Trigg,23.0,"Trigg County, Kentucky",21221,KY
1991,Kentucky,Midwestern,Union,31.0,"Union County, Kentucky",21225,KY
2020,Maryland,Upper Eastern Shore,Caroline,72.0,"Caroline County, Maryland",24011,MD
2020,Maryland,North Central,Frederick,72.1,"Frederick County, Maryland",24021,MD
2020,Maryland,Lower Eastern Shore,Somerset,71.8,"Somerset County, Maryland",24039,MD
2019,Maryland,Upper Eastern Shore,Caroline,69.8,"Caroline County, Maryland",24011,MD
2019,Maryland,North Central,Frederick,75.3,"Frederick County, Maryland",24021,MD
2019,Maryland,Lower Eastern Shore,Somerset,71.1,"Somerset County, Maryland",24039,MD
2018,Maryland,Upper Eastern Shore,Caroline,67.3,"Caroline County, Maryland",24011,MD
2018,Maryland,North Central,Frederick,49.6,"Frederick County, Maryland",24021,MD
2018,Maryland,Lower Eastern Shore,Somerset,72.0,"Somerset County, Maryland",24039,MD
2017,Maryland,Upper Eastern Shore,Caroline,64.8,"Caroline County, Maryland",24011,MD
2017,Maryland,North Central,Frederick,68.8,"Frederick County, Maryland",24021,MD
2017,Maryland,Lower Eastern Shore,Somerset,76.9,"Somerset County, Maryland",24039,MD
2016,Maryland,Upper Eastern Shore,Caroline,58.1,"Caroline County, Maryland",24011,MD
2016,Maryland,North Central,Frederick,58.7,"Frederick County, Maryland",24021,MD
2016,Maryland,Lower Eastern Shore,Somerset,64.7,"Somerset County, Maryland",24039,MD
2015,Maryland,Upper Eastern Shore,Caroline,52.1,"Caroline County, Maryland",24011,MD
2015,Maryland,North Central,Frederick,62.9,"Frederick County, Maryland",24021,MD
2015,Maryland,Lower Eastern Shore,Somerset,76.9,"Somerset County, Maryland",24039,MD
2014,Maryland,Upper Eastern Shore,Caroline,68.5,"Caroline County, Maryland",24011,MD
2014,Maryland,North Central,Frederick,63.4,"Frederick County, Maryland",24021,MD
2014,Maryland,Lower Eastern Shore,Somerset,80.2,"Somerset County, Maryland",24039,MD
2013,Maryland,Upper Eastern Shore,Caroline,60.6,"Caroline County, Maryland",24011,MD
2013,Maryland,North Central,Frederick,68.7,"Frederick County, Maryland",24021,MD
2013,Maryland,Lower Eastern Shore,Somerset,74.9,"Somerset County, Maryland",24039,MD
2012,Maryland,Upper Eastern Shore,Caroline,57.9,"Caroline County, Maryland",24011,MD
2012,Maryland,North Central,Frederick,68.4,"Frederick County, Maryland",24021,MD
2012,Maryland,Lower Eastern Shore,Somerset,80.0,"Somerset County, Maryland",24039,MD
2011,Maryland,Upper Eastern Shore,Caroline,65.0,"Caroline County, Maryland",24011,MD
2011,Maryland,North Central,Frederick,59.7,"Frederick County, Maryland",24021,MD
2011,Maryland,Lower Eastern Shore,Somerset,82.6,"Somerset County, Maryland",24039,MD
2010,Maryland,Upper Eastern Shore,Caroline,50.7,"Caroline County, Maryland",24011,MD
2010,Maryland,North Central,Frederick,64.1,"Frederick County, Maryland",24021,MD
2010,Maryland,Lower Eastern Shore,Somerset,50.0,"Somerset County, Maryland",24039,MD
2009,Maryland,Upper Eastern Shore,Caroline,57.0,"Caroline County, Maryland",24011,MD
2009,Maryland,North Central,Frederick,56.5,"Frederick County, Maryland",24021,MD
2009,Maryland,Lower Eastern Shore,Somerset,62.5,"Somerset County, Maryland",24039,MD
2008,Maryland,Upper Eastern Shore,Caroline,66.5,"Caroline County, Maryland",24011,MD
2008,Maryland,North Central,Frederick,70.5,"Frederick County, Maryland",24021,MD
2008,Maryland,Lower Eastern Shore,Somerset,85.0,"Somerset County, Maryland",24039,MD
2007,Maryland,Upper Eastern Shore,Caroline,66.7,"Caroline County, Maryland",24011,MD
2007,Maryland,North Central,Frederick,78.1,"Frederick County, Maryland",24021,MD
2007,Maryland,Lower Eastern Shore,Somerset,78.6,"Somerset County, Maryland",24039,MD
2006,Maryland,Upper Eastern Shore,Caroline,56.3,"Caroline County, Maryland",24011,MD
2006,Maryland,North Central,Frederick,62.5,"Frederick County, Maryland",24021,MD
2006,Maryland,Lower Eastern Shore,Somerset,77.5,"Somerset County, Maryland",24039,MD
2005,Maryland,Upper Eastern Shore,Caroline,62.3,"Caroline County, Maryland",24011,MD
2005,Maryland,North Central,Frederick,74.2,"Frederick County, Maryland",24021,MD
2005,Maryland,Lower Eastern Shore,Somerset,67.6,"Somerset County, Maryland",24039,MD
2004,Maryland,Upper Eastern Shore,Caroline,55.4,"Caroline County, Maryland",24011,MD
2004,Maryland,North Central,Frederick,62.6,"Frederick County, Maryland",24021,MD
2004,Maryland,Lower Eastern Shore,Somerset,66.0,"Somerset County, Maryland",24039,MD
2003,Maryland,Upper Eastern Shore,Caroline,33.7,"Caroline County, Maryland",24011,MD
2003,Maryland,North Central,Frederick,38.9,"Frederick County, Maryland",24021,MD
2003,Maryland,Lower Eastern Shore,Somerset,43.6,"Somerset County, Maryland",24039,MD
2002,Maryland,Upper Eastern Shore,Caroline,67.1,"Caroline County, Maryland",24011,MD
2002,Maryland,North Central,Frederick,61.0,"Frederick County, Maryland",24021,MD
2002,Maryland,Lower Eastern Shore,Somerset,66.0,"Somerset County, Maryland",24039,MD
2001,Maryland,Upper Eastern Shore,Caroline,60.3,"Caroline County, Maryland",24011,MD
2001,Maryland,North Central,Frederick,65.4,"Frederick County, Maryland",24021,MD
2001,Maryland,Lower Eastern Shore,Somerset,64.9,"Somerset County, Maryland",24039,MD
2000,Maryland,Upper Eastern Shore,Caroline,62.6,"Caroline County, Maryland",24011,MD
2000,Maryland,North Central,Frederick,62.0,"Frederick County, Maryland",24021,MD
2000,Maryland,Lower Eastern Shore,Somerset,72.4,"Somerset County, Maryland",24039,MD
1999,Maryland,Upper Eastern Shore,Caroline,53.6,"Caroline County, Maryland",24011,MD
1999,Maryland,North Central,Frederick,61.1,"Frederick County, Maryland",24021,MD
1999,Maryland,Lower Eastern Shore,Somerset,70.9,"Somerset County, Maryland",24039,MD
1998,Maryland,Upper Eastern Shore,Caroline,40.8,"Caroline County, Maryland",24011,MD
1998,Maryland,North Central,Frederick,60.7,"Frederick County, Maryland",24021,MD
1998,Maryland,Lower Eastern Shore,Somerset,43.5,"Somerset County, Maryland",24039,MD
1997,Maryland,Upper Eastern Shore,Caroline,62.4,"Caroline County, Maryland",24011,MD
