Year,State,Ag District,County,Value,Location,ANSI Code,State Initial
2005,Illinois,East Southeast,Coles,51.0,"Coles County, Illinois",17029,IL
2005,Illinois,East Southeast,Crawford,45.0,"Crawford County, Illinois",17033,IL
2005,Illinois,East Southeast,Cumberland,45.0,"Cumberland County, Illinois",17035,IL
2005,Illinois,Northeast,De Kalb,44.0,"De Kalb County, Illinois",17037,IL
2005,Illinois,East Southeast,Douglas,51.0,"Douglas County, Illinois",17041,IL
2005,Illinois,East Southeast,Edgar,52.0,"Edgar County, Illinois",17045,IL
2005,Illinois,East Southeast,Effingham,39.0,"Effingham County, Illinois",17049,IL
2005,Illinois,East Southeast,Fayette,39.0,"Fayette County, Illinois",17051,IL
2005,Illinois,East,Ford,50.0,"Ford County, Illinois",17053,IL
2005,Illinois,Southeast,Franklin,42.0,"Franklin County, Illinois",17055,IL
2005,Illinois,West,Fulton,45.0,"Fulton County, Illinois",17057,IL
2005,Illinois,Southeast,Gallatin,46.0,"Gallatin County, Illinois",17059,IL
2005,Illinois,West Southwest,Greene,43.0,"Greene County, Illinois",17061,IL
2005,Illinois,Northeast,Grundy,45.0,"Grundy County, Illinois",17063,IL
2005,Illinois,Northwest,Henry,46.0,"Henry County, Illinois",17073,IL
2005,Illinois,East,Iroquois,51.0,"Iroquois County, Illinois",17075,IL
2005,Illinois,East Southeast,Jasper,43.0,"Jasper County, Illinois",17079,IL
2005,Illinois,Southeast,Jefferson,40.0,"Jefferson County, Illinois",17081,IL
2005,Illinois,Northeast,Kane,41.0,"Kane County, Illinois",17089,IL
2005,Illinois,East,Kankakee,44.0,"Kankakee County, Illinois",17091,IL
2005,Illinois,West,Knox,45.0,"Knox County, Illinois",17095,IL
2005,Illinois,Northeast,La Salle,47.0,"La Salle County, Illinois",17099,IL
2005,Illinois,Northwest,Lee,47.0,"Lee County, Illinois",17103,IL
2005,Illinois,East,Livingston,50.0,"Livingston County, Illinois",17105,IL
2005,Illinois,Central,Macon,54.0,"Macon County, Illinois",17115,IL
2005,Illinois,West Southwest,Macoupin,43.0,"Macoupin County, Illinois",17117,IL
2005,Illinois,West Southwest,Madison,41.0,"Madison County, Illinois",17119,IL
2005,Illinois,East Southeast,Marion,43.0,"Marion County, Illinois",17121,IL
2005,Illinois,Central,Marshall,50.0,"Marshall County, Illinois",17123,IL
2005,Illinois,West,Mcdonough,49.0,"Mcdonough County, Illinois",17109,IL
2005,Illinois,Central,Mclean,54.0,"Mclean County, Illinois",17113,IL
2005,Illinois,Northwest,Mercer,51.0,"Mercer County, Illinois",17131,IL
2005,Illinois,Southwest,Monroe,39.0,"Monroe County, Illinois",17133,IL
2005,Illinois,West Southwest,Montgomery,45.0,"Montgomery County, Illinois",17135,IL
2005,Illinois,West Southwest,Morgan,49.0,"Morgan County, Illinois",17137,IL
2005,Illinois,East Southeast,Moultrie,53.0,"Moultrie County, Illinois",17139,IL
2005,Illinois,Northwest,Ogle,46.0,"Ogle County, Illinois",17141,IL
2005,Illinois,Central,Peoria,45.0,"Peoria County, Illinois",17143,IL
2005,Illinois,Southwest,Perry,41.0,"Perry County, Illinois",17145,IL
2005,Illinois,Southwest,Pulaski,43.0,"Pulaski County, Illinois",17153,IL
2005,Illinois,Southwest,Randolph,41.0,"Randolph County, Illinois",17157,IL
2005,Illinois,West Southwest,Sangamon,53.0,"Sangamon County, Illinois",17167,IL
2005,Illinois,East Southeast,Shelby,44.0,"Shelby County, Illinois",17173,IL
2005,Illinois,Southwest,St Clair,43.0,"St Clair County, Illinois",17163,IL
2005,Illinois,Northwest,Stephenson,50.0,"Stephenson County, Illinois",17177,IL
2005,Illinois,Central,Tazewell,53.0,"Tazewell County, Illinois",17179,IL
2005,Illinois,West,Warren,50.0,"Warren County, Illinois",17187,IL
2005,Illinois,Southwest,Washington,40.0,"Washington County, Illinois",17189,IL
2005,Illinois,Southeast,Wayne,42.0,"Wayne County, Illinois",17191,IL
2005,Illinois,Southeast,White,45.0,"White County, Illinois",17193,IL
2005,Illinois,Northeast,Will,43.0,"Will County, Illinois",17197,IL
2005,Illinois,Northwest,Winnebago,43.0,"Winnebago County, Illinois",17201,IL
2005,Illinois,Central,Woodford,51.0,"Woodford County, Illinois",17203,IL
2004,Illinois,West,Adams,49.0,"Adams County, Illinois",17001,IL
2004,Illinois,Northeast,Boone,49.0,"Boone County, Illinois",17007,IL
2004,Illinois,West,Brown,47.0,"Brown County, Illinois",17009,IL
2004,Illinois,Northwest,Bureau,51.0,"Bureau County, Illinois",17011,IL
2004,Illinois,Northwest,Carroll,56.0,"Carroll County, Illinois",17015,IL
2004,Illinois,East,Champaign,53.0,"Champaign County, Illinois",17019,IL
2004,Illinois,East Southeast,Clay,43.0,"Clay County, Illinois",17025,IL
2004,Illinois,Southwest,Clinton,49.0,"Clinton County, Illinois",17027,IL
2004,Illinois,East Southeast,Coles,54.0,"Coles County, Illinois",17029,IL
2004,Illinois,East Southeast,Crawford,47.0,"Crawford County, Illinois",17033,IL
2004,Illinois,East Southeast,Cumberland,50.0,"Cumberland County, Illinois",17035,IL
2004,Illinois,Northeast,De Kalb,50.0,"De Kalb County, Illinois",17037,IL
2004,Illinois,East Southeast,Douglas,54.0,"Douglas County, Illinois",17041,IL
2004,Illinois,East Southeast,Edgar,56.0,"Edgar County, Illinois",17045,IL
2004,Illinois,East Southeast,Effingham,50.0,"Effingham County, Illinois",17049,IL
2004,Illinois,East Southeast,Fayette,47.0,"Fayette County, Illinois",17051,IL
2004,Illinois,East,Ford,49.0,"Ford County, Illinois",17053,IL
2004,Illinois,Southeast,Franklin,42.0,"Franklin County, Illinois",17055,IL
2004,Illinois,West,Fulton,51.0,"Fulton County, Illinois",17057,IL
2004,Illinois,Southeast,Gallatin,41.0,"Gallatin County, Illinois",17059,IL
2004,Illinois,West Southwest,Greene,52.0,"Greene County, Illinois",17061,IL
2004,Illinois,Northeast,Grundy,49.0,"Grundy County, Illinois",17063,IL
2004,Illinois,Northwest,Henry,52.0,"Henry County, Illinois",17073,IL
2004,Illinois,East,Iroquois,49.0,"Iroquois County, Illinois",17075,IL
2004,Illinois,East Southeast,Jasper,51.0,"Jasper County, Illinois",17079,IL
2004,Illinois,Southeast,Jefferson,41.0,"Jefferson County, Illinois",17081,IL
2004,Illinois,Northeast,Kane,47.0,"Kane County, Illinois",17089,IL
2004,Illinois,East,Kankakee,49.0,"Kankakee County, Illinois",17091,IL
2004,Illinois,West,Knox,55.0,"Knox County, Illinois",17095,IL
2004,Illinois,Northeast,La Salle,51.0,"La Salle County, Illinois",17099,IL
2004,Illinois,Northwest,Lee,49.0,"Lee County, Illinois",17103,IL
2004,Illinois,East,Livingston,51.0,"Livingston County, Illinois",17105,IL
2004,Illinois,Central,Macon,55.0,"Macon County, Illinois",17115,IL
2004,Illinois,West Southwest,Macoupin,50.0,"Macoupin County, Illinois",17117,IL
2004,Illinois,West Southwest,Madison,46.0,"Madison County, Illinois",17119,IL
2004,Illinois,East Southeast,Marion,46.0,"Marion County, Illinois",17121,IL
2004,Illinois,Central,Marshall,53.0,"Marshall County, Illinois",17123,IL
2004,Illinois,West,Mcdonough,52.0,"Mcdonough County, Illinois",17109,IL
2004,Illinois,Central,Mclean,54.0,"Mclean County, Illinois",17113,IL
2004,Illinois,Northwest,Mercer,53.0,"Mercer County, Illinois",17131,IL
2004,Illinois,Southwest,Monroe,46.0,"Monroe County, Illinois",17133,IL
2004,Illinois,West Southwest,Montgomery,50.0,"Montgomery County, Illinois",17135,IL
2004,Illinois,West Southwest,Morgan,55.0,"Morgan County, Illinois",17137,IL
2004,Illinois,East Southeast,Moultrie,55.0,"Moultrie County, Illinois",17139,IL
2004,Illinois,Northwest,Ogle,50.0,"Ogle County, Illinois",17141,IL
2004,Illinois,Central,Peoria,55.0,"Peoria County, Illinois",17143,IL
2004,Illinois,Southwest,Perry,42.0,"Perry County, Illinois",17145,IL
2004,Illinois,Southwest,Pulaski,43.0,"Pulaski County, Illinois",17153,IL
2004,Illinois,Southwest,Randolph,42.0,"Randolph County, Illinois",17157,IL
2004,Illinois,West Southwest,Sangamon,54.0,"Sangamon County, Illinois",17167,IL
2004,Illinois,East Southeast,Shelby,50.0,"Shelby County, Illinois",17173,IL
2004,Illinois,Southwest,St Clair,46.0,"St Clair County, Illinois",17163,IL
2004,Illinois,Northwest,Stephenson,50.0,"Stephenson County, Illinois",17177,IL
2004,Illinois,Central,Tazewell,54.0,"Tazewell County, Illinois",17179,IL
2004,Illinois,West,Warren,55.0,"Warren County, Illinois",17187,IL
2004,Illinois,Southwest,Washington,43.0,"Washington County, Illinois",17189,IL
2004,Illinois,Southeast,Wayne,46.0,"Wayne County, Illinois",17191,IL
2004,Illinois,Southeast,White,47.0,"White County, Illinois",17193,IL
2004,Illinois,Northeast,Will,48.0,"Will County, Illinois",17197,IL
2004,Illinois,Northwest,Winnebago,43.0,"Winnebago County, Illinois",17201,IL
2004,Illinois,Central,Woodford,54.0,"Woodford County, Illinois",17203,IL
2003,Illinois,West,Adams,44.0,"Adams County, Illinois",17001,IL
2003,Illinois,Northeast,Boone,27.0,"Boone County, Illinois",17007,IL
2003,Illinois,West,Brown,41.0,"Brown County, Illinois",17009,IL
2003,Illinois,Northwest,Bureau,37.0,"Bureau County, Illinois",17011,IL
2003,Illinois,Northwest,Carroll,35.0,"Carroll County, Illinois",17015,IL
2003,Illinois,East,Champaign,38.0,"Champaign County, Illinois",17019,IL
2003,Illinois,East Southeast,Clay,35.0,"Clay County, Illinois",17025,IL
2003,Illinois,Southwest,Clinton,33.0,"Clinton County, Illinois",17027,IL
2003,Illinois,East Southeast,Coles,47.0,"Coles County, Illinois",17029,IL
2003,Illinois,East Southeast,Crawford,40.0,"Crawford County, Illinois",17033,IL
2003,Illinois,East Southeast,Cumberland,43.0,"Cumberland County, Illinois",17035,IL
2003,Illinois,Northeast,De Kalb,35.0,"De Kalb County, Illinois",17037,IL
2003,Illinois,East Southeast,Douglas,43.0,"Douglas County, Illinois",17041,IL
2003,Illinois,East Southeast,Edgar,43.0,"Edgar County, Illinois",17045,IL
2003,Illinois,East Southeast,Effingham,40.0,"Effingham County, Illinois",17049,IL
2003,Illinois,East Southeast,Fayette,33.0,"Fayette County, Illinois",17051,IL
2003,Illinois,East,Ford,31.0,"Ford County, Illinois",17053,IL
2003,Illinois,Southeast,Franklin,28.0,"Franklin County, Illinois",17055,IL
2003,Illinois,West,Fulton,41.0,"Fulton County, Illinois",17057,IL
2003,Illinois,Southeast,Gallatin,38.0,"Gallatin County, Illinois",17059,IL
2003,Illinois,West Southwest,Greene,45.0,"Greene County, Illinois",17061,IL
2003,Illinois,Northeast,Grundy,37.0,"Grundy County, Illinois",17063,IL
2003,Illinois,Northwest,Henry,33.0,"Henry County, Illinois",17073,IL
2003,Illinois,East,Iroquois,30.0,"Iroquois County, Illinois",17075,IL
2003,Illinois,East Southeast,Jasper,41.0,"Jasper County, Illinois",17079,IL
2003,Illinois,Southeast,Jefferson,24.0,"Jefferson County, Illinois",17081,IL
2003,Illinois,Northeast,Kane,36.0,"Kane County, Illinois",17089,IL
2003,Illinois,East,Kankakee,33.0,"Kankakee County, Illinois",17091,IL
2003,Illinois,West,Knox,39.0,"Knox County, Illinois",17095,IL
2003,Illinois,Northeast,La Salle,34.0,"La Salle County, Illinois",17099,IL
2003,Illinois,Northwest,Lee,30.0,"Lee County, Illinois",17103,IL
2003,Illinois,East,Livingston,31.0,"Livingston County, Illinois",17105,IL
2003,Illinois,Central,Macon,44.0,"Macon County, Illinois",17115,IL
2003,Illinois,West Southwest,Macoupin,43.0,"Macoupin County, Illinois",17117,IL
2003,Illinois,West Southwest,Madison,37.0,"Madison County, Illinois",17119,IL
2003,Illinois,East Southeast,Marion,28.0,"Marion County, Illinois",17121,IL
2003,Illinois,Central,Marshall,35.0,"Marshall County, Illinois",17123,IL
2003,Illinois,West,Mcdonough,44.0,"Mcdonough County, Illinois",17109,IL
2003,Illinois,Central,Mclean,36.0,"Mclean County, Illinois",17113,IL
2003,Illinois,Northwest,Mercer,35.0,"Mercer County, Illinois",17131,IL
2003,Illinois,Southwest,Monroe,35.0,"Monroe County, Illinois",17133,IL
2003,Illinois,West Southwest,Montgomery,40.0,"Montgomery County, Illinois",17135,IL
2003,Illinois,West Southwest,Morgan,48.0,"Morgan County, Illinois",17137,IL
2003,Illinois,East Southeast,Moultrie,46.0,"Moultrie County, Illinois",17139,IL
2003,Illinois,Northwest,Ogle,27.0,"Ogle County, Illinois",17141,IL
2003,Illinois,Central,Peoria,39.0,"Peoria County, Illinois",17143,IL
2003,Illinois,Southwest,Perry,27.0,"Perry County, Illinois",17145,IL
2003,Illinois,Southwest,Pulaski,36.0,"Pulaski County, Illinois",17153,IL
2003,Illinois,Southwest,Randolph,29.0,"Randolph County, Illinois",17157,IL
2003,Illinois,West Southwest,Sangamon,48.0,"Sangamon County, Illinois",17167,IL
2003,Illinois,East Southeast,Shelby,42.0,"Shelby County, Illinois",17173,IL
2003,Illinois,Southwest,St Clair,34.0,"St Clair County, Illinois",17163,IL
2003,Illinois,Northwest,Stephenson,26.0,"Stephenson County, Illinois",17177,IL
2003,Illinois,Central,Tazewell,39.0,"Tazewell County, Illinois",17179,IL
2003,Illinois,West,Warren,43.0,"Warren County, Illinois",17187,IL
2003,Illinois,Southwest,Washington,33.0,"Washington County, Illinois",17189,IL
2003,Illinois,Southeast,Wayne,27.0,"Wayne County, Illinois",17191,IL
2003,Illinois,Southeast,White,33.0,"White County, Illinois",17193,IL
2003,Illinois,Northeast,Will,36.0,"Will County, Illinois",17197,IL
2003,Illinois,Northwest,Winnebago,26.0,"Winnebago County, Illinois",17201,IL
2003,Illinois,Central,Woodford,36.0,"Woodford County, Illinois",17203,IL
2002,Illinois,West,Adams,48.0,"Adams County, Illinois",17001,IL
2002,Illinois,Northeast,Boone,38.0,"Boone County, Illinois",17007,IL
2002,Illinois,West,Brown,45.0,"Brown County, Illinois",17009,IL
2002,Illinois,Northwest,Bureau,49.0,"Bureau County, Illinois",17011,IL
2002,Illinois,Northwest,Carroll,57.0,"Carroll County, Illinois",17015,IL
2002,Illinois,East,Champaign,54.0,"Champaign County, Illinois",17019,IL
2002,Illinois,East Southeast,Clay,23.0,"Clay County, Illinois",17025,IL
2002,Illinois,Southwest,Clinton,38.0,"Clinton County, Illinois",17027,IL
2002,Illinois,East Southeast,Coles,43.0,"Coles County, Illinois",17029,IL
2002,Illinois,East Southeast,Crawford,35.0,"Crawford County, Illinois",17033,IL
2002,Illinois,East Southeast,Cumberland,42.0,"Cumberland County, Illinois",17035,IL
2002,Illinois,Northeast,De Kalb,46.0,"De Kalb County, Illinois",17037,IL
2002,Illinois,East Southeast,Douglas,49.0,"Douglas County, Illinois",17041,IL
2002,Illinois,East Southeast,Edgar,45.0,"Edgar County, Illinois",17045,IL
2002,Illinois,East Southeast,Effingham,33.0,"Effingham County, Illinois",17049,IL
2002,Illinois,East Southeast,Fayette,31.0,"Fayette County, Illinois",17051,IL
2002,Illinois,East,Ford,51.0,"Ford County, Illinois",17053,IL
2002,Illinois,Southeast,Franklin,21.0,"Franklin County, Illinois",17055,IL
2002,Illinois,West,Fulton,42.0,"Fulton County, Illinois",17057,IL
2002,Illinois,Southeast,Gallatin,27.0,"Gallatin County, Illinois",17059,IL
2002,Illinois,West Southwest,Greene,50.0,"Greene County, Illinois",17061,IL
2002,Illinois,Northeast,Grundy,41.0,"Grundy County, Illinois",17063,IL
2002,Illinois,Northwest,Henry,53.0,"Henry County, Illinois",17073,IL
2002,Illinois,East,Iroquois,52.0,"Iroquois County, Illinois",17075,IL
2002,Illinois,East Southeast,Jasper,34.0,"Jasper County, Illinois",17079,IL
2002,Illinois,Southeast,Jefferson,24.0,"Jefferson County, Illinois",17081,IL
2002,Illinois,Northeast,Kane,41.0,"Kane County, Illinois",17089,IL
2002,Illinois,East,Kankakee,42.0,"Kankakee County, Illinois",17091,IL
2002,Illinois,West,Knox,51.0,"Knox County, Illinois",17095,IL
2002,Illinois,Northeast,La Salle,45.0,"La Salle County, Illinois",17099,IL
2002,Illinois,Northwest,Lee,46.0,"Lee County, Illinois",17103,IL
2002,Illinois,East,Livingston,48.0,"Livingston County, Illinois",17105,IL
2002,Illinois,Central,Macon,49.0,"Macon County, Illinois",17115,IL
2002,Illinois,West Southwest,Macoupin,49.0,"Macoupin County, Illinois",17117,IL
2002,Illinois,West Southwest,Madison,45.0,"Madison County, Illinois",17119,IL
2002,Illinois,East Southeast,Marion,28.0,"Marion County, Illinois",17121,IL
2002,Illinois,Central,Marshall,47.0,"Marshall County, Illinois",17123,IL
2002,Illinois,West,Mcdonough,51.0,"Mcdonough County, Illinois",17109,IL
2002,Illinois,Central,Mclean,54.0,"Mclean County, Illinois",17113,IL
2002,Illinois,Northwest,Mercer,54.0,"Mercer County, Illinois",17131,IL
2002,Illinois,Southwest,Monroe,30.0,"Monroe County, Illinois",17133,IL
2002,Illinois,West Southwest,Montgomery,45.0,"Montgomery County, Illinois",17135,IL
2002,Illinois,West Southwest,Morgan,51.0,"Morgan County, Illinois",17137,IL
2002,Illinois,East Southeast,Moultrie,44.0,"Moultrie County, Illinois",17139,IL
2002,Illinois,Northwest,Ogle,42.0,"Ogle County, Illinois",17141,IL
2002,Illinois,Central,Peoria,48.0,"Peoria County, Illinois",17143,IL
2002,Illinois,Southwest,Perry,23.0,"Perry County, Illinois",17145,IL
2002,Illinois,Southwest,Pulaski,31.0,"Pulaski County, Illinois",17153,IL
2002,Illinois,Southwest,Randolph,28.0,"Randolph County, Illinois",17157,IL
2002,Illinois,West Southwest,Sangamon,51.0,"Sangamon County, Illinois",17167,IL
2002,Illinois,East Southeast,Shelby,38.0,"Shelby County, Illinois",17173,IL
2002,Illinois,Southwest,St Clair,33.0,"St Clair County, Illinois",17163,IL
2002,Illinois,Northwest,Stephenson,45.0,"Stephenson County, Illinois",17177,IL
2002,Illinois,Central,Tazewell,52.0,"Tazewell County, Illinois",17179,IL
2002,Illinois,West,Warren,52.0,"Warren County, Illinois",17187,IL
2002,Illinois,Southwest,Washington,25.0,"Washington County, Illinois",17189,IL
2002,Illinois,Southeast,Wayne,25.0,"Wayne County, Illinois",17191,IL
2002,Illinois,Southeast,White,23.0,"White County, Illinois",17193,IL
2002,Illinois,Northeast,Will,38.0,"Will County, Illinois",17197,IL
2002,Illinois,Northwest,Winnebago,37.0,"Winnebago County, Illinois",17201,IL
2002,Illinois,Central,Woodford,53.0,"Woodford County, Illinois",17203,IL
2001,Illinois,West,Adams,44.0,"Adams County, Illinois",17001,IL
2001,Illinois,Northeast,Boone,45.0,"Boone County, Illinois",17007,IL
2001,Illinois,West,Brown,41.0,"Brown County, Illinois",17009,IL
2001,Illinois,Northwest,Bureau,49.0,"Bureau County, Illinois",17011,IL
2001,Illinois,Northwest,Carroll,55.0,"Carroll County, Illinois",17015,IL
2001,Illinois,East,Champaign,46.0,"Champaign County, Illinois",17019,IL
2001,Illinois,East Southeast,Clay,39.0,"Clay County, Illinois",17025,IL
2001,Illinois,Southwest,Clinton,41.0,"Clinton County, Illinois",17027,IL
2001,Illinois,East Southeast,Coles,50.0,"Coles County, Illinois",17029,IL
2001,Illinois,East Southeast,Crawford,42.0,"Crawford County, Illinois",17033,IL
2001,Illinois,East Southeast,Cumberland,42.0,"Cumberland County, Illinois",17035,IL
2001,Illinois,Northeast,De Kalb,46.0,"De Kalb County, Illinois",17037,IL
2001,Illinois,East Southeast,Douglas,51.0,"Douglas County, Illinois",17041,IL
2001,Illinois,East Southeast,Edgar,49.0,"Edgar County, Illinois",17045,IL
2001,Illinois,East Southeast,Effingham,43.0,"Effingham County, Illinois",17049,IL
2001,Illinois,East Southeast,Fayette,40.0,"Fayette County, Illinois",17051,IL
2001,Illinois,East,Ford,45.0,"Ford County, Illinois",17053,IL
2001,Illinois,Southeast,Franklin,40.0,"Franklin County, Illinois",17055,IL
2001,Illinois,West,Fulton,46.0,"Fulton County, Illinois",17057,IL
2001,Illinois,Southeast,Gallatin,43.0,"Gallatin County, Illinois",17059,IL
2001,Illinois,West Southwest,Greene,47.0,"Greene County, Illinois",17061,IL
2001,Illinois,Northeast,Grundy,44.0,"Grundy County, Illinois",17063,IL
2001,Illinois,Northwest,Henry,47.0,"Henry County, Illinois",17073,IL
2001,Illinois,East,Iroquois,49.0,"Iroquois County, Illinois",17075,IL
2001,Illinois,East Southeast,Jasper,44.0,"Jasper County, Illinois",17079,IL
2001,Illinois,Southeast,Jefferson,39.0,"Jefferson County, Illinois",17081,IL
2001,Illinois,Northeast,Kane,41.0,"Kane County, Illinois",17089,IL
2001,Illinois,East,Kankakee,44.0,"Kankakee County, Illinois",17091,IL
2001,Illinois,West,Knox,48.0,"Knox County, Illinois",17095,IL
2001,Illinois,Northeast,La Salle,46.0,"La Salle County, Illinois",17099,IL
2001,Illinois,Northwest,Lee,46.0,"Lee County, Illinois",17103,IL
2001,Illinois,East,Livingston,45.0,"Livingston County, Illinois",17105,IL
2001,Illinois,Central,Macon,47.0,"Macon County, Illinois",17115,IL
2001,Illinois,West Southwest,Macoupin,43.0,"Macoupin County, Illinois",17117,IL
2001,Illinois,West Southwest,Madison,41.0,"Madison County, Illinois",17119,IL
2001,Illinois,East Southeast,Marion,40.0,"Marion County, Illinois",17121,IL
2001,Illinois,Central,Marshall,47.0,"Marshall County, Illinois",17123,IL
2001,Illinois,West,Mcdonough,48.0,"Mcdonough County, Illinois",17109,IL
2001,Illinois,Central,Mclean,49.0,"Mclean County, Illinois",17113,IL
2001,Illinois,Northwest,Mercer,47.0,"Mercer County, Illinois",17131,IL
2001,Illinois,Southwest,Monroe,40.0,"Monroe County, Illinois",17133,IL
2001,Illinois,West Southwest,Montgomery,44.0,"Montgomery County, Illinois",17135,IL
2001,Illinois,West Southwest,Morgan,48.0,"Morgan County, Illinois",17137,IL
2001,Illinois,East Southeast,Moultrie,50.0,"Moultrie County, Illinois",17139,IL
2001,Illinois,Northwest,Ogle,47.0,"Ogle County, Illinois",17141,IL
2001,Illinois,Central,Peoria,46.0,"Peoria County, Illinois",17143,IL
2001,Illinois,Southwest,Perry,39.0,"Perry County, Illinois",17145,IL
2001,Illinois,Southwest,Pulaski,39.0,"Pulaski County, Illinois",17153,IL
2001,Illinois,Southwest,Randolph,37.0,"Randolph County, Illinois",17157,IL
2001,Illinois,West Southwest,Sangamon,48.0,"Sangamon County, Illinois",17167,IL
2001,Illinois,East Southeast,Shelby,41.0,"Shelby County, Illinois",17173,IL
2001,Illinois,Southwest,St Clair,41.0,"St Clair County, Illinois",17163,IL
2001,Illinois,Northwest,Stephenson,46.0,"Stephenson County, Illinois",17177,IL
2001,Illinois,Central,Tazewell,51.0,"Tazewell County, Illinois",17179,IL
2001,Illinois,West,Warren,51.0,"Warren County, Illinois",17187,IL
2001,Illinois,Southwest,Washington,36.0,"Washington County, Illinois",17189,IL
2001,Illinois,Southeast,Wayne,35.0,"Wayne County, Illinois",17191,IL
2001,Illinois,Southeast,White,41.0,"White County, Illinois",17193,IL
2001,Illinois,Northeast,Will,42.0,"Will County, Illinois",17197,IL
2001,Illinois,Northwest,Winnebago,38.0,"Winnebago County, Illinois",17201,IL
2001,Illinois,Central,Woodford,51.0,"Woodford County, Illinois",17203,IL
2000,Illinois,West,Adams,47.0,"Adams County, Illinois",17001,IL
2000,Illinois,Northeast,Boone,36.0,"Boone County, Illinois",17007,IL
2000,Illinois,West,Brown,46.0,"Brown County, Illinois",17009,IL
2000,Illinois,Northwest,Bureau,48.0,"Bureau County, Illinois",17011,IL
2000,Illinois,Northwest,Carroll,49.0,"Carroll County, Illinois",17015,IL
2000,Illinois,East,Champaign,47.0,"Champaign County, Illinois",17019,IL
2000,Illinois,East Southeast,Clay,41.0,"Clay County, Illinois",17025,IL
2000,Illinois,Southwest,Clinton,39.0,"Clinton County, Illinois",17027,IL
2000,Illinois,East Southeast,Coles,50.0,"Coles County, Illinois",17029,IL
2000,Illinois,East Southeast,Crawford,42.0,"Crawford County, Illinois",17033,IL
2000,Illinois,East Southeast,Cumberland,41.0,"Cumberland County, Illinois",17035,IL
2000,Illinois,Northeast,De Kalb,45.0,"De Kalb County, Illinois",17037,IL
2000,Illinois,East Southeast,Douglas,48.0,"Douglas County, Illinois",17041,IL
2000,Illinois,East Southeast,Edgar,46.0,"Edgar County, Illinois",17045,IL
2000,Illinois,East Southeast,Effingham,40.0,"Effingham County, Illinois",17049,IL
2000,Illinois,East Southeast,Fayette,41.0,"Fayette County, Illinois",17051,IL
2000,Illinois,East,Ford,42.0,"Ford County, Illinois",17053,IL
2000,Illinois,Southeast,Franklin,36.0,"Franklin County, Illinois",17055,IL
2000,Illinois,West,Fulton,43.0,"Fulton County, Illinois",17057,IL
2000,Illinois,Southeast,Gallatin,41.0,"Gallatin County, Illinois",17059,IL
2000,Illinois,West Southwest,Greene,48.0,"Greene County, Illinois",17061,IL
2000,Illinois,Northeast,Grundy,45.0,"Grundy County, Illinois",17063,IL
2000,Illinois,Northwest,Henry,48.0,"Henry County, Illinois",17073,IL
2000,Illinois,East,Iroquois,44.0,"Iroquois County, Illinois",17075,IL
2000,Illinois,East Southeast,Jasper,43.0,"Jasper County, Illinois",17079,IL
2000,Illinois,Southeast,Jefferson,38.0,"Jefferson County, Illinois",17081,IL
2000,Illinois,Northeast,Kane,39.0,"Kane County, Illinois",17089,IL
2000,Illinois,East,Kankakee,44.0,"Kankakee County, Illinois",17091,IL
2000,Illinois,West,Knox,48.0,"Knox County, Illinois",17095,IL
2000,Illinois,Northeast,La Salle,45.0,"La Salle County, Illinois",17099,IL
2000,Illinois,Northwest,Lee,46.0,"Lee County, Illinois",17103,IL
2000,Illinois,East,Livingston,44.0,"Livingston County, Illinois",17105,IL
2000,Illinois,Central,Macon,49.0,"Macon County, Illinois",17115,IL
2000,Illinois,West Southwest,Macoupin,46.0,"Macoupin County, Illinois",17117,IL
2000,Illinois,West Southwest,Madison,40.0,"Madison County, Illinois",17119,IL
2000,Illinois,East Southeast,Marion,41.0,"Marion County, Illinois",17121,IL
2000,Illinois,Central,Marshall,46.0,"Marshall County, Illinois",17123,IL
2000,Illinois,West,Mcdonough,45.0,"Mcdonough County, Illinois",17109,IL
2000,Illinois,Central,Mclean,47.0,"Mclean County, Illinois",17113,IL
2000,Illinois,Northwest,Mercer,48.0,"Mercer County, Illinois",17131,IL
2000,Illinois,Southwest,Monroe,41.0,"Monroe County, Illinois",17133,IL
2000,Illinois,West Southwest,Montgomery,43.0,"Montgomery County, Illinois",17135,IL
2000,Illinois,West Southwest,Morgan,47.0,"Morgan County, Illinois",17137,IL
2000,Illinois,East Southeast,Moultrie,48.0,"Moultrie County, Illinois",17139,IL
2000,Illinois,Northwest,Ogle,43.0,"Ogle County, Illinois",17141,IL
2000,Illinois,Central,Peoria,46.0,"Peoria County, Illinois",17143,IL
2000,Illinois,Southwest,Perry,34.0,"Perry County, Illinois",17145,IL
2000,Illinois,Southwest,Pulaski,33.0,"Pulaski County, Illinois",17153,IL
2000,Illinois,Southwest,Randolph,37.0,"Randolph County, Illinois",17157,IL
2000,Illinois,West Southwest,Sangamon,48.0,"Sangamon County, Illinois",17167,IL
2000,Illinois,East Southeast,Shelby,47.0,"Shelby County, Illinois",17173,IL
2000,Illinois,Southwest,St Clair,41.0,"St Clair County, Illinois",17163,IL
2000,Illinois,Northwest,Stephenson,44.0,"Stephenson County, Illinois",17177,IL
2000,Illinois,Central,Tazewell,48.0,"Tazewell County, Illinois",17179,IL
2000,Illinois,West,Warren,47.0,"Warren County, Illinois",17187,IL
2000,Illinois,Southwest,Washington,37.0,"Washington County, Illinois",17189,IL
2000,Illinois,Southeast,Wayne,39.0,"Wayne County, Illinois",17191,IL
